   ,PURNO,RCVNO,CO,LNO,DIV,PURID,PURPRW,VNDNO,RCVDAT,MTNO,DLSTK,QLMK,OVDMK,ANS,GFDAT,OVDDYS,MTPAYDAT,CO,PURNO,ORDLNO,IT,DIV,ORDDAT,KINDAT,KINEMP,PURPRW,DLSTK,MKDYS,INQVND,ORDVND,PURID,MTNO,SPECID,ORDCAQQTY,CAQUN,ORDCPRQTY,CPRUN,CPRUP,CUCY,CIFUP,EXR,OCRYTAMT,CIFTAMT,ACRCVQTY,ACCPRRCVQTY,RCVDAT,ENDMK,DLABMK,RCVWRFDAT,DLHNTPRTMK,CNTRNO,CSTIDX,MLDTAXR,ISPMK,BRND,CIFCIFR,FRMID,RASHMK,SCDDAT,PAYENDMK,NCRDAT,AGRSUPPIVDDOC,PAYID,IVID,PAYTRM,ORGI,DRSUPPMK,DRSUPPDATNUM,ANNOUPSUPPMK,SIGNMK,OVSHPR,OVDPUNR,OVDPUNRUPL,CNTRPEMK,JBSAFMK,DLSITE,HLISID,BIDCLASSDATE,WWWMK,APKID,EMGPURMK,PLADDR,COTYPE,PURSTDNO,BGUP,BGCUCY
226,LW0CS0,W15447,LG,K0,5,6,LG3,2802022805,0210202,CHEINA58,B512,,*,1,0210205,15,,LG,LW0CS0,K0,01,5,0190531,0190531,PR09,LG3,B512,10,,2802022805,6,CHEINA58,1001-S0333016,200000.000,KG,,,3116.00000,VND,,,623200000.00,,199900.000,,0210202,E,,0210205,,HQT4,,10,,Viet Nam,,,,M,,,,,A,,,,,,,,,,Y,,,,,E,52,,,,CPGAS5120-80000,,
227,MWRB59,W62730,LG,P0, ,1, ,CINYETA,0210130,WACWDL59           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,01,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL61,1410-06652000VMA6088,28600.000,KG,,,5.49000,USD,5.545,1.000000,157014.00,158584.14,28600.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA6088,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,115500.00000,VND
228,MWRB59,W62730,LG,P0, ,1, ,CINYETA,0210130,WACWDL59           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,02,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL58,1410-03652000VCLOSETROL360,900.000,KG,,,5.96000,USD,6.020,1.000000,5364.00,5417.64,900.000,0.000,0201231,,,0210105,,ZK,,,,Cinyea CYC-Vclosetrol360,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,132440.00000,VND
229,MWRB59,W62730,LG,P0, ,1, ,CINYETA,0210130,WACWDL59           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,03,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL59,1410-06652000VCLEAN520,7750.000,KG,,,4.53000,USD,4.575,1.000000,35107.50,35458.58,7750.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VClean520,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,94500.00000,VND
230,MWRB59,W62729,LG,P0, ,1, ,CINYETA,0210130,WACWDL61           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,01,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL61,1410-06652000VMA6088,28600.000,KG,,,5.49000,USD,5.545,1.000000,157014.00,158584.14,28600.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA6088,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,115500.00000,VND
231,MWRB59,W62729,LG,P0, ,1, ,CINYETA,0210130,WACWDL61           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,02,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL58,1410-03652000VCLOSETROL360,900.000,KG,,,5.96000,USD,6.020,1.000000,5364.00,5417.64,900.000,0.000,0201231,,,0210105,,ZK,,,,Cinyea CYC-Vclosetrol360,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,132440.00000,VND
232,MWRB59,W62729,LG,P0, ,1, ,CINYETA,0210130,WACWDL61           A,B4MD,, ,0,0210205,,,LG,MWRB59,P0,03,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL59,1410-06652000VCLEAN520,7750.000,KG,,,4.53000,USD,4.575,1.000000,35107.50,35458.58,7750.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VClean520,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,94500.00000,VND
233,MWSCJ9,W62724,LG,P0, ,1, ,CINYETA,0210130,WACWDL52           A,B4MD,, ,0,0210205,,,LG,MWSCJ9,P0,01,4,0201105,0201105,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL52,1410-34652001VMIOTROL800,1400.000,KG,,,6.37000,USD,6.434,1.000000,8918.00,9007.18,700.000,,0210130,,,0210204,,ZK,,,,Cinyea CYC-Vmiotrol 800,1.0100,C2,,0210430,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,140000.00000,VND
234,MWS654,W62723,LG,P0, ,1, ,CINYETA,0210130,WACWDM95           A,B4MD,, ,0,0210205,,,LG,MWS654,P0,01,4,0201029,0201029,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDM95,1410-27652001VOC550,9375.000,KG,,,5.45000,USD,5.505,1.000000,51093.75,51604.69,9375.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYW-VOC550,1.0100,C2,,0210420,,,,,,,,,,,,,0.00,0.00,,,,,,,52,,,,,128000.00000,VND
235,MWSUW9,W62722,LG,P0, ,1, ,CINYETA,0210130,WACWDL43           A,B4MD,, ,0,0210205,,,LG,MWSUW9,P0,01,4,0201117,0201117,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL43,1410-34652001VMC86,1200.000,KG,,,3.88000,USD,3.919,1.000000,4656.00,4702.56,1200.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VMC 86,1.0100,C2,,0210505,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,87500.00000,VND
236,MWSCK0,W62725,LG,P0, ,1, ,CINYETA,0210130,WACWDL42           A,B4MD,, ,0,0210205,,,LG,MWSCK0,P0,01,4,0201105,0201105,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL42,1410-08652001VMA938,7350.000,KG,,,4.72000,USD,4.767,1.000000,34692.00,35038.92,7350.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA 938,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,105000.00000,VND
237,MWSCK0,W62726,LG,P0, ,1, ,CINYETA,0210130,WACWDL42           A,B4MD,, ,0,0210205,,,LG,MWSCK0,P0,01,4,0201105,0201105,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL42,1410-08652001VMA938,7350.000,KG,,,4.72000,USD,4.767,1.000000,34692.00,35038.92,7350.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA 938,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,105000.00000,VND
238,MWQES5,W62727,LG,P0, ,1, ,CINYETA,0210130,WACWDL42           A,B4MD,, ,0,0210205,,,LG,MWQES5,P0,01,4,0200915,0200915,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL42,1410-08652001VMA938,6075.000,KG,,,4.72000,USD,4.767,1.000000,28674.00,28960.74,6075.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VMA 938,1.0100,C2,,0210325,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,105000.00000,VND
239,MWQES5,W62728,LG,P0, ,1, ,CINYETA,0210130,WACWDL42           A,B4MD,, ,0,0210205,,,LG,MWQES5,P0,01,4,0200915,0200915,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL42,1410-08652001VMA938,6075.000,KG,,,4.72000,USD,4.767,1.000000,28674.00,28960.74,6075.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VMA 938,1.0100,C2,,0210325,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,105000.00000,VND
240,MWR7Z7,W62719,LG,P0, ,1, ,CINYETA,0210130,WACWDM12           A,B4MD,, ,0,0210205,,,LG,MWR7Z7,P0,01,4,0201005,0201005,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDM12,1410-07150151VAP111,4640.000,KG,,,6.63000,USD,6.696,1.000000,30763.20,31070.83,4640.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYW-VAP111,1.0100,C2,,0210330,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,140000.00000,VND
241,MWSP37,W62720,LG,P0, ,1, ,CINYETA,0210130,WACWDM12           A,B4MD,, ,0,0210205,,,LG,MWSP37,P0,01,4,0201111,0201111,N000100682,1R,B4MD,120,16125060,CINYETA,1,WACWDM12,1410-07150151VAP111,4400.000,KG,,,6.63000,USD,6.696,1.000000,29172.00,29463.72,4400.000,,0210401,E,,0210406,,ZK,,,,Cinyea CYW-VAP111,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,140000.00000,VND
242,MWRJU3,W62731,LG,P0, ,1, ,CINYETA,0210130,WACWDL38           A,B4MD,, ,0,0210205,,,LG,MWRJU3,P0,01,4,0201012,0201012,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL38,1410-03652001VMA557,3025.000,KG,,,2.91000,USD,2.939,1.000000,8802.75,8890.78,3025.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VMA 557,1.0100,C2,,0210415,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,66500.00000,VND
243,MW0ES2,W62565,LG,00, ,1, ,MEVISTA,0210116,PRME98             A,B310,, ,0,0210205,,,LG,MW0ES2,00,01,3,0201203,0201203,N000000710,1L,B310,60,22344985,MEVISTA,1,PRME98,1728-87FHSRHRECLN,36.000,MT,,,650.00000,USD,650.000,1.000000,23400.00,23400.00,36.000,,0210116,E,,0210122,,,,,,YUAI,1.0000,C2,,0210225,,,,,,,CN,,,,,105.00,0.00,0.00,,,,,,,,,,,FHS-RH-RECLN,,
244,MWN0B2,W15373,LG,00,4,0,1B,2802022805,0210204,CHEINA58,B4MD,,*,1,0210206,4,,LG,MWN0B2,00,01,4,0200810,0200810,N000000799,1B,B4MD,5,,2802022805,0,CHEINA58,1001-S0333016,257759.000,KG,,,3068.00000,VND,,,790804612.00,,257720.000,,0210317,E,,0210319,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,,3150.00000,VND
245,MWS8Z5,W15441,LG,00,3,0,1B,0200835768,0210204,CHEIN376,B331,,*,1,0210206,8,,LG,MWS8Z5,00,01,3,0201123,0201123,N000000799,1B,B331,5,,0200835768,0,CHEIN376,1001-S0323456,86536.000,KG,,,4750.00000,VND,,,411046000.00,,85480.000,,0210326,E,,0210328,,,,10,,CHEIN376,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",331NAOHR3,5490.00000,VND
246,MWRYE3,W15378,LG,K0,5,6,LG3,2802022805,0210204,CHEINA58,B511,,*,1,0210206,5,,LG,MWRYE3,K0,01,5,0201022,0201022,PR09,LG3,B511,5,,2802022805,6,CHEINA58,1001-S0333016,70000.000,KG,,,2980.00000,VND,,,208600000.00,,58510.000,,0210315,,,0210317,,LG2C,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CP51100072,3116.00000,VND
247,MWMDA1,W14986,LG,K0,4,6,LG24,2802022805,0210130,CHEIN7,B4MD,,,0,0210206,,,LG,MWMDA1,K0,01,4,0200713,0200713,PR09,LG24,B4MD,3,,2802022805,6,CHEIN7,1001-A0103086,360000.000,KG,,,2850.00000,VND,,,1026000000.00,,360430.000,,0210130,E,,0210202,,HMV,,10,,??C GIANG,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,,3200.00000,VND
248,MWN0B2,W14840,LG,00,4,0,1B,2802022805,0210128,CHEINA58,B4MD,,,0,0210206,,,LG,MWN0B2,00,01,4,0200810,0200810,N000000799,1B,B4MD,5,,2802022805,0,CHEINA58,1001-S0333016,257759.000,KG,,,3068.00000,VND,,,790804612.00,,257720.000,,0210317,E,,0210319,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,,3150.00000,VND
249,MWSDT8,W14452,LG,K0,5,6,LG24,2802022805,0210121,CHEIN170,B521,,,0,0210206,,,LG,MWSDT8,K0,01,5,0201110,0201110,PR09,LG24,B521,5,,2802022805,6,CHEIN170,1001-H0043326,120000.000,KG,,,2699.00000,VND,,,323880000.00,,120000.000,,0210209,E,,0210211,,HVH2,,10,,VIETTRI CHEM-DONG A CHEM,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,CHEIN170-5210,247850520.00000,VND
250,MWPH07,W13627,LG,K0,3,6,LG3,2802022805,0210109,CHEINA58,B331,,,0,0210206,,,LG,MWPH07,K0,01,3,0200908,0200908,N000126437,LG3,B331,5,2802022805,2802022805,6,CHEINA58,1001-S0333016,70811.000,KG,,,2980.00000,VND,,,211016780.00,,69600.000,,0210202,E,,0210204,,LG2C,,10,,Viet Nam,,,,M,,,,,,,VN,,,,,,,,Y,,,,,E,52,,,,331NACLOR3,3116.00000,VND
251,MWRMS0,W13713,LG,00,5,0,1B,0200835768,0210111,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
252,MWRMS0,W13917,LG,00,5,0,1B,0200835768,0210113,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
253,MWRMS0,W13928,LG,00,5,0,1B,0200835768,0210113,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
254,MWRMS0,W14066,LG,00,5,0,1B,0200835768,0210115,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
255,MWRMS0,W14223,LG,00,5,0,1B,0200835768,0210118,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
256,MWRMS0,W14383,LG,00,5,0,1B,0200835768,0210120,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
257,MWRMS0,W13565,LG,00,5,0,1B,0200835768,0210108,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
258,MWRMS0,W13571,LG,00,5,0,1B,0200835768,0210108,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
259,MWRMS0,W13641,LG,00,5,0,1B,0200835768,0210109,CHEIN848,B523,,,0,0210206,,,LG,MWRMS0,00,01,5,0201112,0201112,N000000799,1B,B523,5,,0200835768,0,CHEIN848,1001-S0323326,1578000.000,KG,,,2840.00000,VND,,,4481520000.00,,996090.000,,0210327,,,0210330,,,,10,,CHEIN848,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,52,,,"2,3",5240L005,5398.00000,VND
260,MWR5A4,W13906,LG,00,5,0,1B,0200835768,0210113,CHEING18,B523,,,0,0210206,,,LG,MWR5A4,00,01,5,0201120,0201120,N000057481,1B,B523,5,,0200835768,0,CHEING18,1001-H0073357,502087.000,KG,,,4820.00000,VND,,,2420059340.00,,404450.000,,0210331,,,0210402,,,,10,,CHEING18,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,"2,3",5240L008,5850.00000,VND
261,MWR5A4,W14456,LG,00,5,0,1B,0200835768,0210121,CHEING18,B523,,,0,0210206,,,LG,MWR5A4,00,01,5,0201120,0201120,N000057481,1B,B523,5,,0200835768,0,CHEING18,1001-H0073357,502087.000,KG,,,4820.00000,VND,,,2420059340.00,,404450.000,,0210331,,,0210402,,,,10,,CHEING18,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,"2,3",5240L008,5850.00000,VND
262,MWSNY7,W62721,LG,00, ,1, ,CINYETA,0210130,WACWDT85           A,B4MD,, ,0,0210208,,,LG,MWSNY7,00,01,4,0201207,0201207,N000000710,1Q,B4MD,120,16125060,CINYETA,1,WACWDT85,1410-6065A001CYCBR5012,3.000,TK,,,3822.00000,USD,3860.220,1.000000,11466.00,11580.66,3.000,,0210130,E,,0210204,,,,,,CYC-BR5012,1.0100,C2,,0210625,,,,,,,TW,,,,,,0.00,0.00,,,,,,,51,,,,,80500.00000,VND
263,MW0A26,W15649,LG,K0,3,6,LG24,2900440536-005,0210206,FUEIG79,BW3M,,*,1,0210209,1,,LG,MW0A26,K0,01,3,0200817,0200817,PR09,LG24,BW3M,5,,2900440536-005,6,FUEIG79,1115-3009980505A,510.000,PC,,,445000.00000,VND,,,226950000.00,,510.000,,0210302,E,,0210304,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
264,NW0006,W15646,LG,K0,3,6,LG24,2900440536-005,0210206,CHEIN93,B334,,*,1,0210209,12,,LG,NW0006,K0,01,3,0210104,0210104,PR09,LG24,B334,7,,2900440536-005,6,CHEIN93,1001-C030301855D,300.000,PC,,,167000.00000,VND,,,50100000.00,,250.000,,0210331,,,0210402,,HDA1,,10,,BAC HA-INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,*,,,,,
265,MW0ES1,W62716,LG,00, ,1, ,MEVISTA,0210130,PRME97             A,B310,, ,0,0210210,,,LG,MW0ES1,00,01,3,0210120,0210120,N000000710,1L,B310,60,22344985,MEVISTA,1,PRME97,1728-87FHSRHREC,800.000,MT,,,585.00000,USD,590.850,1.000000,468000.00,472680.00,799.440,,0210325,E,,0210330,,,,,,YU AI,1.0100,C2,,0210505,,,,,,,CN,,,,,105.00,0.00,0.00,,,,,,,,,,,FHS-RH-REC,,
266,MWQUK6,W62739,LG,P0, ,1, ,CINYETA,0210130,WACWDL45           A,B511,, ,0,0210217,,,LG,MWQUK6,P0,01,5,0200926,0210308,N000000710,1R,B511,120,16125060,CINYETA,1,WACWDL45,1410-53652001VAF2150,6100.000,KG,,,4.95000,USD,5.000,1.000000,30195.00,30496.95,6000.000,,0210401,,,0210406,,ZK,,,,Cinyea CY-VAF 2150,1.0100,C2,,0210715,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,CP51100070,107100.00000,VND
267,MWU3A8,W62740,LG,P0, ,1, ,CINYETA,0210130,WACWDL23           A,B511,, ,0,0210217,,,LG,MWU3A8,P0,01,5,0201217,0201217,N000100682,1R,B511,120,16125060,CINYETA,1,WACWDL23,1410-08652001VMA833,7025.000,KG,,,6.53000,USD,6.595,1.000000,45873.25,46331.98,6025.000,,0210326,,,0210330,,ZK,,,,Cinyea CYC-VMA 833,1.0100,C2,,0210625,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,CP51100065,141330.00000,VND
268,MWJ3L2,W62742,LG,P0, ,1, ,CINYETA,0210130,WACWDL29           A,B511,, ,0,0210217,,,LG,MWJ3L2,P0,01,5,0200424,0210201,N000100682,1R,B511,120,16125060,CINYETA,1,WACWDL29,1410-34652001VMC28,4550.000,KG,,,4.44000,USD,4.484,1.000000,20202.00,20404.02,3450.000,,0210206,,,0210211,,ZK,,,,Cinyea CYC-VMC 28,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,96180.00000,VND
269,MWRNN7,W13686,LG,A0,5,0,LG14,0303390976,0210109,CHEIP853,B521,*, ,1,0210217,,,LG,MWRNN7,A0,01,5,0201110,0201110,VNW0005359,LG14,B521,98,,0303390976,0,CHEIP853,1001-A0503E0824H,1.000,PC,,,63900000.00000,VND,,,63900000.00,,1.000,0.000,0210109,E,,0210112,,,,10,,Leeden Nox,,C3,,0210219,,,,,,,SG,,,,,,,,,,,,,E,,,,,HIEU-14R1,70100000.00000,VND
270,MWLPR4,W62738,LG,P0, ,1, ,CINYETA,0210130,WACWDL21           A,B511,, ,0,0210217,,,LG,MWLPR4,P0,01,5,0200618,0210127,N000100682,1R,B511,120,16125060,CINYETA,1,WACWDL21,1410-03652001VMA866,8000.000,KG,,,2.99000,USD,3.020,1.000000,23920.00,24159.20,5600.000,,0210326,,,0210330,,ZK,,,,Cinyea CYC-VMA 866,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,CP51100066,64680.00000,VND
271,MWRB59,W62821,LG,P0, ,1, ,CINYETA,0210206,WACWDL61           A,B4MD,, ,0,0210217,,,LG,MWRB59,P0,01,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL61,1410-06652000VMA6088,28600.000,KG,,,5.49000,USD,5.545,1.000000,157014.00,158584.14,28600.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA6088,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,115500.00000,VND
272,MWRB59,W62821,LG,P0, ,1, ,CINYETA,0210206,WACWDL61           A,B4MD,, ,0,0210217,,,LG,MWRB59,P0,02,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL58,1410-03652000VCLOSETROL360,900.000,KG,,,5.96000,USD,6.020,1.000000,5364.00,5417.64,900.000,0.000,0201231,,,0210105,,ZK,,,,Cinyea CYC-Vclosetrol360,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,132440.00000,VND
273,MWRB59,W62821,LG,P0, ,1, ,CINYETA,0210206,WACWDL61           A,B4MD,, ,0,0210217,,,LG,MWRB59,P0,03,4,0201006,0201006,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL59,1410-06652000VCLEAN520,7750.000,KG,,,4.53000,USD,4.575,1.000000,35107.50,35458.58,7750.000,,0210130,E,,0210204,,ZK,,,,Cinyea CYC-VClean520,1.0100,C2,,0210315,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,94500.00000,VND
274,MWTAF9,W62824,LG,P0, ,1, ,CINYETA,0210206,WACWDL38           A,B4MD,, ,0,0210217,,,LG,MWTAF9,P0,01,4,0201130,0201130,N000100682,1R,B4MD,120,16125060,CINYETA,1,WACWDL38,1410-03652001VMA557,3125.000,KG,,,2.91000,USD,2.939,1.000000,9093.75,9184.69,3125.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA 557,1.0100,C2,,0210530,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,,66500.00000,VND
275,MWTMN6,W62828,LG,P0, ,1, ,CINYETA,0210206,WACWDL59           A,B4MD,, ,0,0210217,,,LG,MWTMN6,P0,01,4,0201208,0201208,N000100682,1R,B4MD,120,16125060,CINYETA,1,WACWDL59,1410-06652000VCLEAN520,14550.000,KG,,,4.53000,USD,4.575,1.000000,65911.50,66570.62,14550.000,,0210308,,,0210312,,ZK,,,,Cinyea CYC-VClean520,1.0100,C2,,0210505,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,94500.00000,VND
276,MWTMN6,W62828,LG,P0, ,1, ,CINYETA,0210206,WACWDL59           A,B4MD,, ,0,0210217,,,LG,MWTMN6,P0,02,4,0201208,0201208,N000100682,1R,B4MD,120,16125060,CINYETA,1,WACWDM58,1410-27652001VCL750,7000.000,KG,,,5.50000,USD,5.555,1.000000,38500.00,38885.00,6250.000,,0210206,,,0210211,,ZK,,,,Cinyea CYW-VCL750,1.0100,C2,,0210505,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,98000.00000,VND
277,MWSCK0,W62827,LG,P0, ,1, ,CINYETA,0210206,WACWDL42           A,B4MD,, ,0,0210217,,,LG,MWSCK0,P0,01,4,0201105,0201105,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDL42,1410-08652001VMA938,7350.000,KG,,,4.72000,USD,4.767,1.000000,34692.00,35038.92,7350.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYC-VMA 938,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,105000.00000,VND
278,MWQK76,W62826,LG,P0, ,1, ,CINYETA,0210206,WACWDM58           A,B4MD,, ,0,0210217,,,LG,MWQK76,P0,01,4,0200922,0200922,N000000710,1R,B4MD,120,16125060,CINYETA,1,WACWDM58,1410-27652001VCL750,8300.000,KG,,,5.50000,USD,5.555,1.000000,45650.00,46106.50,8300.000,,0210206,E,,0210211,,ZK,,,,Cinyea CYW-VCL750,1.0100,C2,,0210301,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,98000.00000,VND
279,MWSP37,W62825,LG,P0, ,1, ,CINYETA,0210206,WACWDM12           A,B4MD,, ,0,0210217,,,LG,MWSP37,P0,01,4,0201111,0201111,N000100682,1R,B4MD,120,16125060,CINYETA,1,WACWDM12,1410-07150151VAP111,4400.000,KG,,,6.63000,USD,6.696,1.000000,29172.00,29463.72,4400.000,,0210401,E,,0210406,,ZK,,,,Cinyea CYW-VAP111,1.0100,C2,,0210515,,,,,,,,,,,,,0.00,0.00,,,,,,,51,,,,,140000.00000,VND
