   ,PURNO,RCVNO,CO,LNO,DIV,PURID,PURPRW,VNDNO,RCVDAT,MTNO,DLSTK,QLMK,OVDMK,ANS,GFDAT,OVDDYS,MTPAYDAT,CO,PURNO,ORDLNO,IT,DIV,ORDDAT,KINDAT,KINEMP,PURPRW,DLSTK,MKDYS,INQVND,ORDVND,PURID,MTNO,SPECID,ORDCAQQTY,CAQUN,ORDCPRQTY,CPRUN,CPRUP,CUCY,CIFUP,EXR,OCRYTAMT,CIFTAMT,ACRCVQTY,ACCPRRCVQTY,RCVDAT,ENDMK,DLABMK,RCVWRFDAT,DLHNTPRTMK,CNTRNO,CSTIDX,MLDTAXR,ISPMK,BRND,CIFCIFR,FRMID,RASHMK,SCDDAT,PAYENDMK,NCRDAT,AGRSUPPIVDDOC,PAYID,IVID,PAYTRM,ORGI,DRSUPPMK,DRSUPPDATNUM,ANNOUPSUPPMK,SIGNMK,OVSHPR,OVDPUNR,OVDPUNRUPL,CNTRPEMK,JBSAFMK,DLSITE,HLISID,BIDCLASSDATE,WWWMK,APKID,EMGPURMK,PLADDR,COTYPE,PURSTDNO,BGUP,BGCUCY
474,MWSRV7,W62813,LG,P0, ,1, ,CINYETA,0210206,WACWDL26           A,B511,, ,0,0210303,,,LG,MWSRV7,P0,01,5,0201120,0201120,N000000710,1R,B511,120,16125060,CINYETA,1,WACWDL26,1410-34650001CYVMIOTROL899,3775.000,KG,,,6.89000,USD,6.959,1.000000,26009.75,26269.85,3775.000,,0210308,E,,0210312,,ZK,,,,CY-VMiotrol 899,1.0100,C2,,0210530,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,CP51100059,149100.00000,VND
475,MWQUK6,W62810,LG,P0, ,1, ,CINYETA,0210206,WACWDL45           A,B511,, ,0,0210303,,,LG,MWQUK6,P0,01,5,0200926,0210308,N000000710,1R,B511,120,16125060,CINYETA,1,WACWDL45,1410-53652001VAF2150,6100.000,KG,,,4.95000,USD,5.000,1.000000,30195.00,30496.95,6000.000,,0210401,,,0210406,,ZK,,,,Cinyea CY-VAF 2150,1.0100,C2,,0210715,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,,CP51100070,107100.00000,VND
476,MWT9P8,W15748,LG,00,6,0,LG14,0301801035,0210208,WACMA230,M630,,,0,0210303,,,LG,MWT9P8,00,01,6,0210120,0210120,VNW0005359,LG14,M630,20,,0301801035,0,WACMA230,1404-15613004SKCS,60.000,CA,,,328000.00000,VND,,,19680000.00,,60.000,,0210208,E,,0210210,,,,10,,MAGNAFLUX SKC-S 300G/CA,,C3,,0210217,,,,,,,US,,,,,,,,,,,,,E,,,,,WACMA230,328000.00000,VND
477,MWT9P8,W15330,LG,00,6,0,LG14,0301801035,0210203,WACMA230,M630,,,0,0210303,,,LG,MWT9P8,00,01,6,0210120,0210120,VNW0005359,LG14,M630,20,,0301801035,0,WACMA230,1404-15613004SKCS,60.000,CA,,,328000.00000,VND,,,19680000.00,,60.000,,0210208,E,,0210210,,,,10,,MAGNAFLUX SKC-S 300G/CA,,C3,,0210217,,,,,,,US,,,,,,,,,,,,,E,,,,,WACMA230,328000.00000,VND
478,MWQX60,W15377,LG,K0,5,6,LG3,2802022805,0210204,CHEINA58,B531,,,0,0210303,,,LG,MWQX60,K0,01,5,0200926,0200926,PR09,LG3,B531,5,,2802022805,6,CHEINA58,1001-S0333016,70000.000,KG,,,2980.00000,VND,,,208600000.00,,70000.000,,0210317,E,,0210319,,LG2C,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,2230BPCD9,3116.00000,VND
479,MWT422,W15898,LG,K0,4,6,LG24,2802022805,0210217,CHEIN7,B4MD,,,0,0210303,,,LG,MWT422,K0,01,4,0201125,0201125,PR09,LG24,B4MD,3,,2802022805,6,CHEIN7,1001-A0103086,380000.000,KG,,,2850.00000,VND,,,1083000000.00,,148050.000,,0210403,,,0210406,,HMV,,10,,??C GIANG,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,,3200.00000,VND
480,MWUE04,W15982,LG,K0,6,6,LG24,0201275452,0210220,LUBLGQ39,MW60,,,0,0210303,,,LG,MWUE04,K0,01,6,0201228,0201228,PR09,LG24,MW60,90,,0201275452,6,LUBLGQ39,1122-H055180EP1,100.000,TK,,,11900000.00000,VND,,,1190000000.00,,100.000,,0210224,E,,0210226,,HIDM,,10,,FORMOSA,,,,0210331,,,,,A,,TH,,,,,,,,Y,,,,,E,,,,,,20000000.00000,VND
481,NW6F90,W16306,LG,K0,4,6,LG24,0201275452,0210225,LUBLOT73,BW40,,,0,0210303,,,LG,NW6F90,K0,01,4,0210223,0210223,PR09,LG24,BW40,120,,0201275452,6,LUBLOT73,1121-22052200E46,152.000,TK,,,19750000.00000,VND,,,3002000000.00,,144.000,,0210330,,,0210401,,HIDM,,10,,FORMOSA,,,,M,,,,,A,,JP,,,,,,,,Y,,,,,E,,,,,LUBLOT73,19750000.00000,VND
482,MW05D6,W16581,LG,A0,5,0,N04,3002131356,0210301,CHEIP563,B512,,*,1,0210303,11,,LG,MW05D6,A0,01,5,0200730,0200730,N000000711,N04,B512,10,,3002131356,0,CHEIP563,1001-C0133902,13500.000,MT,,,205000.00000,VND,,,2767500000.00,,7107.940,,0210403,,,0210406,,,,10,,N,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"S? nh? 3A, ng? 16 H?i Th??ng L?n ?ng, Ph??ng B?c H?",3,CPGAS5120-00074,,
483,MW05D6,W16517,LG,A0,5,0,N04,3002131356,0210301,CHEIP563,B512,,*,1,0210303,11,,LG,MW05D6,A0,01,5,0200730,0200730,N000000711,N04,B512,10,,3002131356,0,CHEIP563,1001-C0133902,13500.000,MT,,,205000.00000,VND,,,2767500000.00,,7107.940,,0210403,,,0210406,,,,10,,N,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"S? nh? 3A, ng? 16 H?i Th??ng L?n ?ng, Ph??ng B?c H?",3,CPGAS5120-00074,,
484,MWUL61,W16535,LG,K0,5,6,LG24,2900440536-005,0210301,FUEIG79,M5M4,,*,1,0210303,23,,LG,MWUL61,K0,01,5,0201231,0201231,PR09,LG24,M5M4,7,,2900440536-005,6,FUEIG79,1115-3009980505A,30.000,PC,,,440000.00000,VND,,,13200000.00,,30.000,,0210316,E,,0210318,,HDA,,10,,NGHE AN INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,445000.00000,VND
485,MW5YV3,W62811,LG,P0, ,1, ,CINYETA,0210206,WACWDL35           A,B511,, ,0,0210303,,,LG,MW5YV3,P0,01,5,0200130,0210127,N000000710,1R,B511,120,16125060,CINYETA,1,WACWDL35,1410-04652001CYBVO4610,2750.000,KG,,,5.71000,USD,5.767,1.000000,15702.50,15859.53,2750.000,,0210206,E,,0210211,,ZK,,,,CINYEA,1.0100,C2,,0210515,,,,,,,,,,,,,,,,,,,,,,,,,,119910.00000,VND
486,MWT3U1,W14721,LG,K0,3,6,LG24,3001987218,0210126,CHEIN135,B310,,,0,0210304,,,LG,MWT3U1,K0,01,3,0201202,0201202,PR09,LG24,B310,7,,3001987218,6,CHEIN135,1001-D0011B66A,1960.000,CA,,,6000.00000,VND,,,11760000.00,,1455.000,,0210331,,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,6000.00000,VND
487,MW0GP0,W15550,LG,K0,4,6,LG24,3001987218,0210206,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
488,NW0176,W15837,LG,K0,9,6,LG24,3001987218,0210217,CHEIN135,BW93,,,0,0210304,,,LG,NW0176,K0,01,9,0210126,0210126,PR09,LG24,BW93,7,,3001987218,6,CHEIN135,1001-D0011B66A,300.000,CA,,,6000.00000,VND,,,1800000.00,,200.000,,0210330,,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
489,MW05D6,W16607,LG,A0,5,0,N04,3002131356,0210302,CHEIP563,B512,,*,1,0210304,12,,LG,MW05D6,A0,01,5,0200730,0200730,N000000711,N04,B512,10,,3002131356,0,CHEIP563,1001-C0133902,13500.000,MT,,,205000.00000,VND,,,2767500000.00,,7107.940,,0210403,,,0210406,,,,10,,N,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"S? nh? 3A, ng? 16 H?i Th??ng L?n ?ng, Ph??ng B?c H?",3,CPGAS5120-00074,,
490,MW09W9,W15390,LG,K0,3,6,LG24,3001987218,0210204,CHEIN135,BW32,,,0,0210304,,,LG,MW09W9,K0,01,3,0200810,0200810,PR09,LG24,BW32,7,,3001987218,6,CHEIN135,1001-D0011B66A,1260.000,CA,,,6000.00000,VND,,,7560000.00,,286.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
491,MWT3U1,W15761,LG,K0,3,6,LG24,3001987218,0210209,CHEIN135,B310,,,0,0210304,,,LG,MWT3U1,K0,01,3,0201202,0201202,PR09,LG24,B310,7,,3001987218,6,CHEIN135,1001-D0011B66A,1960.000,CA,,,6000.00000,VND,,,11760000.00,,1455.000,,0210331,,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,6000.00000,VND
492,MW0CN7,W16031,LG,K0,4,6,LG24,3001987218,0210222,CHEIN135,B420,,,0,0210304,,,LG,MW0CN7,K0,01,4,0201003,0201003,PR09,LG24,B420,7,,3001987218,6,CHEIN135,1001-D0011B66A,450.000,CA,,,6000.00000,VND,,,2700000.00,,280.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
493,MW0GP0,W15855,LG,K0,4,6,LG24,3001987218,0210218,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
494,MW0G64,W15796,LG,K0,3,6,LG24,3001987218,0210210,CHEIN135,BW32,,,0,0210304,,,LG,MW0G64,K0,01,3,0201208,0201208,PR09,LG24,BW32,7,,3001987218,6,CHEIN135,1001-D0011B66A,640.000,CA,,,6000.00000,VND,,,3840000.00,,540.000,,0210325,,,0210327,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
495,MW0B59,W15654,LG,00,7,0,LG28,0100411564,0210208,WACIALGMW0B5901,B771,,,0,0210304,,,LG,MW0B59,00,01,7,0201106,0201106,VNW0007917,LG28,B771,90,,0100411564,0,WACIALGMW0B5901,1403-77611000100035,1.000,CA,,,6635000.00000,VND,,,6635000.00,,1.000,,0210208,E,,0210210,,,,10,,ANTON PAAR 100035,,C3,,0210208,,,,,,,AU,,,,,,,,,,,,,E,,,,,100035,,
496,MW0B59,W15654,LG,00,7,0,LG28,0100411564,0210208,WACIALGMW0B5901,B771,,,0,0210304,,,LG,MW0B59,00,02,7,0201106,0201106,VNW0007917,LG28,B771,90,,0100411564,0,WACIALGMW0B5902,1403-77611000100046,3.000,CA,,,6635000.00000,VND,,,19905000.00,,3.000,,0210208,E,,0210210,,,,10,,ANTON PAAR 100046,,C3,,0210208,,,,,,,AU,,,,,,,,,,,,,E,,,,,100046,,
497,MW09W9,W14836,LG,K0,3,6,LG24,3001987218,0210128,CHEIN135,BW32,,,0,0210304,,,LG,MW09W9,K0,01,3,0200810,0200810,PR09,LG24,BW32,7,,3001987218,6,CHEIN135,1001-D0011B66A,1260.000,CA,,,6000.00000,VND,,,7560000.00,,286.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
498,MW0CN7,W15666,LG,K0,4,6,LG24,3001987218,0210208,CHEIN135,B420,,,0,0210304,,,LG,MW0CN7,K0,01,4,0201003,0201003,PR09,LG24,B420,7,,3001987218,6,CHEIN135,1001-D0011B66A,450.000,CA,,,6000.00000,VND,,,2700000.00,,280.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
499,NW6BB9,W15959,LG,K0,5,6,LG24,3001987218,0210220,CHEIN135,BW53,,,0,0210304,,,LG,NW6BB9,K0,01,5,0210208,0210208,PR09,LG24,BW53,7,,3001987218,6,CHEIN135,1001-D0011B66A,550.000,CA,,,6000.00000,VND,,,3300000.00,,550.000,,0210331,E,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,5000.00000,VND
500,MW0G47,W15817,LG,K0,3,6,LG24,3001987218,0210217,CHEIN135,B323,,,0,0210304,,,LG,MW0G47,K0,01,3,0201208,0201208,PR09,LG24,B323,7,,3001987218,6,CHEIN135,1001-D0011B66A,1000.000,CA,,,6000.00000,VND,,,6000000.00,,500.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
501,MW0GP0,W16007,LG,K0,4,6,LG24,3001987218,0210220,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
502,MWT3U1,W15901,LG,K0,3,6,LG24,3001987218,0210219,CHEIN135,B310,,,0,0210304,,,LG,MWT3U1,K0,01,3,0201202,0201202,PR09,LG24,B310,7,,3001987218,6,CHEIN135,1001-D0011B66A,1960.000,CA,,,6000.00000,VND,,,11760000.00,,1455.000,,0210331,,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,6000.00000,VND
503,MW09W9,W14846,LG,K0,3,6,LG24,3001987218,0210128,CHEIN135,BW32,,,0,0210304,,,LG,MW09W9,K0,01,3,0200810,0200810,PR09,LG24,BW32,7,,3001987218,6,CHEIN135,1001-D0011B66A,1260.000,CA,,,6000.00000,VND,,,7560000.00,,286.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
504,NW0095,W15470,LG,K0,3,6,LG24,3001987218,0210205,CHEIN135,BW33,,,0,0210304,,,LG,NW0095,K0,01,3,0210111,0210111,PR09,LG24,BW33,7,,3001987218,6,CHEIN135,1001-D0011B66A,120.000,CA,,,6000.00000,VND,,,720000.00,,20.000,,0210320,,,0210323,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
505,MW0G64,W15389,LG,K0,3,6,LG24,3001987218,0210204,CHEIN135,BW32,,,0,0210304,,,LG,MW0G64,K0,01,3,0201208,0201208,PR09,LG24,BW32,7,,3001987218,6,CHEIN135,1001-D0011B66A,640.000,CA,,,6000.00000,VND,,,3840000.00,,540.000,,0210325,,,0210327,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
506,LW0Q09,W13289,LG,K0,3,6,LG4,3001987218,0210104,CHEIN135,BW33,,,0,0210304,,,LG,LW0Q09,K0,01,3,0191017,0191017,PR09,LG4,BW33,3,,3001987218,6,CHEIN135,1001-D0011B66A,180.000,CA,,,5000.00000,VND,,,900000.00,,180.000,0.000,0210104,E,,0210106,,HT40,,10,,HO?NH S?N,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
507,MW0GQ7,W14117,LG,K0,5,6,LG24,3001987218,0210115,CHEIN135,BW53,,,0,0210304,,,LG,MW0GQ7,K0,01,5,0201221,0210104,PR09,LG24,BW53,7,,3001987218,6,CHEIN135,1001-D0011B66A,200.000,CA,,,6000.00000,VND,,,1200000.00,,200.000,,0210129,E,,0210131,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
508,MW0H38,W15088,LG,K0,7,6,LG24,3001987218,0210201,CHEIN135,B741,,,0,0210304,,,LG,MW0H38,K0,01,7,0201224,0201224,PR09,LG24,B741,7,,3001987218,6,CHEIN135,1001-D0011B66A,500.000,CA,,,6000.00000,VND,,,3000000.00,,100.000,,0210222,,,0210224,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
509,MW0H38,W15087,LG,K0,7,6,LG24,3001987218,0210201,CHEIN135,B741,,,0,0210304,,,LG,MW0H38,K0,01,7,0201224,0201224,PR09,LG24,B741,7,,3001987218,6,CHEIN135,1001-D0011B66A,500.000,CA,,,6000.00000,VND,,,3000000.00,,100.000,,0210222,,,0210224,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
510,MW0GP0,W15778,LG,K0,4,6,LG24,3001987218,0210209,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
511,MW0GP0,W15469,LG,K0,4,6,LG24,3001987218,0210205,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
512,MW0H38,W16030,LG,K0,7,6,LG24,3001987218,0210222,CHEIN135,B741,,,0,0210304,,,LG,MW0H38,K0,01,7,0201224,0201224,PR09,LG24,B741,7,,3001987218,6,CHEIN135,1001-D0011B66A,500.000,CA,,,6000.00000,VND,,,3000000.00,,100.000,,0210222,,,0210224,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
513,MW0GP0,W16286,LG,K0,4,6,LG24,3001987218,0210225,CHEIN135,BW40,,,0,0210304,,,LG,MW0GP0,K0,01,4,0201219,0201219,PR09,LG24,BW40,7,,3001987218,6,CHEIN135,1001-D0011B66A,2000.000,CA,,,6000.00000,VND,,,12000000.00,,2000.000,,0210326,E,,0210328,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
514,MWT3U1,W15306,LG,K0,3,6,LG24,3001987218,0210203,CHEIN135,B310,,,0,0210304,,,LG,MWT3U1,K0,01,3,0201202,0201202,PR09,LG24,B310,7,,3001987218,6,CHEIN135,1001-D0011B66A,1960.000,CA,,,6000.00000,VND,,,11760000.00,,1455.000,,0210331,,,0210402,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,6000.00000,VND
515,MW0G47,W15214,LG,K0,3,6,LG24,3001987218,0210202,CHEIN135,B323,,,0,0210304,,,LG,MW0G47,K0,01,3,0201208,0201208,PR09,LG24,B323,7,,3001987218,6,CHEIN135,1001-D0011B66A,1000.000,CA,,,6000.00000,VND,,,6000000.00,,500.000,,0210402,,,0210404,,HT40,,10,,Ho?nh s?n,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
516,NW6D20,W16012,LG,K0,5,6,LG24,0106596417,0210220,LUBLGT26,MW53,,,0,0210305,,,LG,NW6D20,K0,01,5,0210217,0210217,PR09,LG24,MW53,30,,0106596417,6,LUBLGT26,1122-1JK42501499,132.000,CA,,,390300.00000,VND,,,51519600.00,,132.000,,0210220,E,,0210221,,LG07,,10,,TGL-250B,,,,0210322,,,,,A,,US,,,,,,,,Y,,,,,E,,,,,,600000.00000,VND
517,MWW723,W16435,LG,00,6,0,LG30,0107442120,0210227,CHEIP895,M610,,,0,0210305,,,LG,MWW723,00,01,6,0210115,0210115,VNW0000361,LG30,M610,45,,0107442120,0,CHEIP895,1001-M0281A11425,1.000,CA,,,6000000.00000,VND,,,6000000.00,,1.000,,0210227,E,,0210228,,,,10,,Merck 1044840025,,C3,,0210304,,,,,,,DE,,,,,,,,,,,,,E,,,,,6120CHEIP895,,
518,NW0006,W16802,LG,K0,3,6,LG24,2900440536-005,0210302,CHEIN93,B334,,*,1,0210305,16,,LG,NW0006,K0,01,3,0210104,0210104,PR09,LG24,B334,7,,2900440536-005,6,CHEIN93,1001-C030301855D,300.000,PC,,,167000.00000,VND,,,50100000.00,,250.000,,0210331,,,0210402,,HDA1,,10,,BAC HA-INDUSTRIAL GAS,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,*,,,,,
519,MWTX73,W15690,LG,00,6,0,LG28,3002130930,0210208,PASCO13,M610,,,0,0210305,,,LG,MWTX73,00,01,6,0210112,0210225,VNW0007917,LG28,M610,40,,3002130930,0,PASCO13,1210-A050600183307,17.000,CA,,,438000.00000,VND,,,7446000.00,,17.000,,0210208,E,,0210225,,,,10,,DYKEM HI-SPOTBLUE,,C3,,0210224,,,,,,,US,,,,,,,,,,,,,E,,,"LONG H?I,P.K? LONG,TX.K? ANH,H? T?NH",2,PASCO13,550000.00000,VND
520,MW05D6,W16741,LG,A0,5,0,N04,3002131356,0210303,CHEIP563,B512,,*,1,0210305,13,,LG,MW05D6,A0,01,5,0200730,0200730,N000000711,N04,B512,10,,3002131356,0,CHEIP563,1001-C0133902,13500.000,MT,,,205000.00000,VND,,,2767500000.00,,7107.940,,0210403,,,0210406,,,,10,,N,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"S? nh? 3A, ng? 16 H?i Th??ng L?n ?ng, Ph??ng B?c H?",3,CPGAS5120-00074,,
521,MW05D6,W16685,LG,A0,5,0,N04,3002131356,0210303,CHEIP563,B512,,*,1,0210305,13,,LG,MW05D6,A0,01,5,0200730,0200730,N000000711,N04,B512,10,,3002131356,0,CHEIP563,1001-C0133902,13500.000,MT,,,205000.00000,VND,,,2767500000.00,,7107.940,,0210403,,,0210406,,,,10,,N,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"S? nh? 3A, ng? 16 H?i Th??ng L?n ?ng, Ph??ng B?c H?",3,CPGAS5120-00074,,
522,NWW1Q2,W16161,LG,K0,4,6,LG24,0201275452,0210223,LUBLOT73,M420,,,0,0210306,,,LG,NWW1Q2,K0,01,4,0210217,0210217,PR09,LG24,M420,120,,0201275452,6,LUBLOT73,1121-22052200E46,13.000,TK,,,19750000.00000,VND,,,256750000.00,,13.000,,0210223,E,,0210225,,HIDM,,10,,FORMOSA,,,,0210621,,,,,A,,JP,,,,,,,,Y,,,,,E,,,,,,,
523,MWW7D9,W16162,LG,K0,4,6,LG24,0201275452,0210223,LUBLOT76,M420,,,0,0210306,,,LG,MWW7D9,K0,01,4,0201224,0201224,PR09,LG24,M420,90,,0201275452,6,LUBLOT76,1121-48052200EP100,108.000,TK,,,9105000.00000,VND,,,983340000.00,,91.000,,0210223,,,0210225,,HIDM,,10,,FORMOSA,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
524,MWUK46,W15772,LG,00,4,0,LG30,3002081514,0210209,LUBRI555,M410,,,0,0210306,,,LG,MWUK46,00,01,4,0210206,0210206,VNW0000361,LG30,M410,45,,3002081514,0,LUBRI555,1125-10AA5018ZKG40,3.000,TK,,,38137680.00000,VND,,,114413040.00,,3.000,,0210209,E,,0210210,,,,10,,TACBECON ZKG 40 18KG/TK,,C3,,0210327,,,,,,,DE,,,,,,,,,,,,,E,,,,,LUBRI555,41400000.00000,VND
525,MWUKJ1,W16384,LG,00,6,0,LG30,3002140505,0210226,WACCMLGMWUKJ10001,M610,,,0,0210306,,,LG,MWUKJ1,00,01,6,0210202,0210202,VNW0000361,LG30,M610,45,,3002140505,0,WACCMLGMWUKJ10001,1401-15014CR410A000,45.200,KG,,,118000.00000,VND,,,5333600.00,,45.200,,0210226,E,,0210228,,,,10,,ECORON R-410A 11.3KG/PC,,C3,,0210322,,,,,,,CN,,,,,,,,,,,,,E,,,"T? D?N PH? L? L?I, PH??NG K? LI?N, TH? X? K? ANH, T?NH H? T?NH","2,3,4",WACCM97,227014.00000,VND
526,MWW751,W14442,LG,K0,3,6,LG24,3600999484,0210120,PASFP118,M32M,,,0,0210306,,,LG,MWW751,K0,01,3,0201218,0201218,PR09,LG24,M32M,30,,3600999484,6,PASFP118,1203-1401813001,40.000,GL,,,410000.00000,VND,,,16400000.00,,40.000,,0210120,E,,0210122,,LG01,,10,,SUNDAY 926-10YR8/14,,,,0210120,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
527,MWUEW3,W14546,LG,K0,4,6,LG24,3600999484,0210122,PASFP118,B420,,,0,0210306,,,LG,MWUEW3,K0,01,4,0201226,0201226,PR09,LG24,B420,30,,3600999484,6,PASFP118,1203-1401813001,69.000,GL,,,410000.00000,VND,,,28290000.00,,69.000,,0210122,E,,0210124,,LG01,,10,,SUNDAY 926-10YR8/14,,,,0210128,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,380000.00000,VND
528,NW0060,W14587,LG,K0,3,6,LG24,3600999484,0210123,PASFP118,BW32,,,0,0210306,,,LG,NW0060,K0,01,3,0210107,0210107,PR09,LG24,BW32,30,,3600999484,6,PASFP118,1203-1401813001,30.000,GL,,,410000.00000,VND,,,12300000.00,,30.000,,0210123,E,,0210126,,LG01,,10,,SUNDAY 926-10YR8/14,,,,0210220,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,,
529,NW00A0,W14596,LG,K0,9,6,LG24,3600999484,0210123,PASFP118,BW93,,,0,0210306,,,LG,NW00A0,K0,01,9,0210109,0210109,PR09,LG24,BW93,30,,3600999484,6,PASFP118,1203-1401813001,12.000,GL,,,410000.00000,VND,,,4920000.00,,12.000,,0210123,E,,0210126,,LG01,,10,,SUNDAY 926-10YR8/14,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,PASFP118,,
530,MWQ5Z7,W14584,LG,00,5,0,LG14,3600999484,0210123,PASFP107,M5M4,,,0,0210306,,,LG,MWQ5Z7,00,01,5,0201218,0201218,VNW0005359,LG14,M5M4,45,,3600999484,0,PASFP674,1203-1202513001,20.000,GL,,,515000.00000,VND,,,10300000.00,,20.000,,0210123,E,,0210126,,,,10,,SUNDAY MA366-7.5R9/20,,C3,,0210204,,,,,,,VN,,,,,,,,,,,,,E,,,,,,490000.00000,VND
