   ,PURNO,RCVNO,CO,LNO,DIV,PURID,PURPRW,VNDNO,RCVDAT,MTNO,DLSTK,QLMK,OVDMK,ANS,GFDAT,OVDDYS,MTPAYDAT,CO,PURNO,ORDLNO,IT,DIV,ORDDAT,KINDAT,KINEMP,PURPRW,DLSTK,MKDYS,INQVND,ORDVND,PURID,MTNO,SPECID,ORDCAQQTY,CAQUN,ORDCPRQTY,CPRUN,CPRUP,CUCY,CIFUP,EXR,OCRYTAMT,CIFTAMT,ACRCVQTY,ACCPRRCVQTY,RCVDAT,ENDMK,DLABMK,RCVWRFDAT,DLHNTPRTMK,CNTRNO,CSTIDX,MLDTAXR,ISPMK,BRND,CIFCIFR,FRMID,RASHMK,SCDDAT,PAYENDMK,NCRDAT,AGRSUPPIVDDOC,PAYID,IVID,PAYTRM,ORGI,DRSUPPMK,DRSUPPDATNUM,ANNOUPSUPPMK,SIGNMK,OVSHPR,OVDPUNR,OVDPUNRUPL,CNTRPEMK,JBSAFMK,DLSITE,HLISID,BIDCLASSDATE,WWWMK,APKID,EMGPURMK,PLADDR,COTYPE,PURSTDNO,BGUP,BGCUCY
5503,LWQWD2,W90098,LG,00,3,0,1B,0107395368,0191115,CHEINA59,B331,,,0,0191202,,,LG,LWQWD2,00,01,3,0191112,0200325,N000000799,1B,B331,7,,0107395368,0,CHEINA59,1001-S0323016,41310.000,KG,,,6150.00000,VND,,,254056500.00,,41310.000,0.000,0191210,E,,0200325,,,,10,,LG-LWQWD2,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,"L? 31/TT5.2 Khu ?? th? m?i Nam 32, th? tr?n Tr?m Tr?i, huy?n Ho?i ??c, TP H? N?i, Vi?t Nam","1,2,3",3310NAOH,8890.00000,VND
5504,LWQWD2,W90102,LG,00,3,0,1B,0107395368,0191115,CHEINA59,B331,,,0,0191202,,,LG,LWQWD2,00,01,3,0191112,0200325,N000000799,1B,B331,7,,0107395368,0,CHEINA59,1001-S0323016,41310.000,KG,,,6150.00000,VND,,,254056500.00,,41310.000,0.000,0191210,E,,0200325,,,,10,,LG-LWQWD2,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,"L? 31/TT5.2 Khu ?? th? m?i Nam 32, th? tr?n Tr?m Tr?i, huy?n Ho?i ??c, TP H? N?i, Vi?t Nam","1,2,3",3310NAOH,8890.00000,VND
5505,LWQB87,W88731,LG,K0,2,6,LG3,3301562992,0191028,LUBLGP70,MW23,,,0,0191202,,,LG,LWQB87,K0,01,2,0191016,0191016,N000000705,LG3,MW23,90,3301562992,3301562992,6,LUBLGP70,1122-DDR51802000PLUS,720.000,KG,,,310000.00000,VND,,,223200000.00,,720.000,0.000,0191028,E,,0191030,,HDH2,,10,,CHEMTOOL,,,,0200117,,,,,,,US,,,,,,,,Y,,,,,E,5 C3K Y,,,,,14000000.00000,VND
5506,LWPEY6,W87252,LG,K0,2,6,LG3,3301562992,0191008,LUBLGP70,MW23,,,0,0191202,,,LG,LWPEY6,K0,01,2,0190919,0190919,N000000705,LG3,MW23,90,3301562992,3301562992,6,LUBLGP70,1122-DDR51802000PLUS,720.000,KG,,,310000.00000,VND,,,223200000.00,,720.000,0.000,0191008,E,,0191010,,HDH2,,10,,CHEMTOOL,,,,0191221,,,,,,,US,,,,,,,,Y,,,,,E,5 C3K Y,,,,,14000000.00000,VND
5507,LWNUC7,W90612,LG,00,3,0,LG28,0105426966,0191122,WACIA568,B331,,,0,0191202,,,LG,LWNUC7,00,01,3,0190820,0190820,VNW0007917,LG28,B331,100,,0105426966,0,WACIA568,1403-566B10042106769,11.000,BX,,,772000.00000,VND,,,8492000.00,,11.000,0.000,0191122,E,,0191124,,,,10,,Hach,,C3,,0191202,,,,,,,US,,,,,,,,,,,,,E,52,,,,,785000.00000,VND
5508,LWA4G1,W87536,LG,00,2,0,LG26,0201275452,0191011,LUBLOZ76,MW21,,,0,0191202,,,LG,LWA4G1,00,01,2,0190808,0190808,VNW0007243,LG26,MW21,45,,0201275452,0,LUBLOZ76,1121-02EN2200DH1CF4CF15W40,13.000,TK,,,8280000.00000,VND,,,107640000.00,,13.000,0.000,0191011,E,,0191013,,,,10,,Idemitsu - Formosa,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,LUBLOZ76,8250000.00000,VND
5509,LW9G85,W90623,LG,00,2,0,1B,2802022805,0191122,CHEIN376,B221,,,0,0191202,,,LG,LW9G85,00,01,2,0190819,0190819,N000000799,1B,B221,2,,2802022805,0,CHEIN376,1001-S0323456,2150000.000,KG,,,5268.00000,VND,,,11326200000.00,,2150340.000,0.000,0200218,E,,0200220,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,2230BPCD12,8818.00000,VND
5510,LW9G85,W90644,LG,00,2,0,1B,2802022805,0191122,CHEIN376,B221,,,0,0191202,,,LG,LW9G85,00,01,2,0190819,0190819,N000000799,1B,B221,2,,2802022805,0,CHEIN376,1001-S0323456,2150000.000,KG,,,5268.00000,VND,,,11326200000.00,,2150340.000,0.000,0200218,E,,0200220,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,2230BPCD12,8818.00000,VND
5511,LW9G85,W90746,LG,00,2,0,1B,2802022805,0191122,CHEIN376,B221,,,0,0191202,,,LG,LW9G85,00,01,2,0190819,0190819,N000000799,1B,B221,2,,2802022805,0,CHEIN376,1001-S0323456,2150000.000,KG,,,5268.00000,VND,,,11326200000.00,,2150340.000,0.000,0200218,E,,0200220,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,2230BPCD12,8818.00000,VND
5512,LWW5M8,W91254,LG,K0,6,6,LG3,0106708177,0191130,FPFFP25,MW60,,*,1,0191203,26,,LG,LWW5M8,K0,01,6,0190704,0190704,PR09,LG3,MW60,120,,0106708177,6,FPFFP25,1501-1410021212,80.000,CA,,,400000.00000,VND,,,32000000.00,,80.000,0.000,0191130,E,,0191203,,HLK,,10,,THREE-BOND,,,,0191104,,,,,A,,,,,,,,,,Y,,,,,D,,*,,,,,
5513,LW0574,W89636,LG,C0,5,0,LG20,0700212306,0191108,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5514,LWQL40,W90844,LG,K0,4,6,LG3,0201275452,0191125,LUBLGQ42,B415,,,0,0191204,,,LG,LWQL40,K0,01,4,0191007,0191007,PR09,LG3,B415,85,,0201275452,6,LUBLGQ42,1122-H055180SR1,81.000,TK,,,14735000.00000,VND,,,1193535000.00,,81.000,0.000,0191216,E,,0191218,,HIDM,,10,,Formosa-Idemitsu,,,,0200106,,,,,A,,JP,,,,,,,,Y,,,,,E,,,,,,16500000.00000,VND
5515,LW0574,W89672,LG,C0,5,0,LG20,0700212306,0191109,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5516,LW0574,W89709,LG,C0,5,0,LG20,0700212306,0191109,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5517,LW0574,W89519,LG,C0,5,0,LG20,0700212306,0191107,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5518,LW0574,W89531,LG,C0,5,0,LG20,0700212306,0191107,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5519,LW0574,W89242,LG,C0,5,0,LG20,0700212306,0191031,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5520,LW0574,W89320,LG,C0,5,0,LG20,0700212306,0191105,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5521,LW0574,W89323,LG,C0,5,0,LG20,0700212306,0191105,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5522,LW0574,W88849,LG,C0,5,0,LG20,0700212306,0191029,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5523,LW0574,W88878,LG,C0,5,0,LG20,0700212306,0191029,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5524,LW0574,W88918,LG,C0,5,0,LG20,0700212306,0191030,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5525,LW0574,W88919,LG,C0,5,0,LG20,0700212306,0191030,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5526,LW6S91,W89344,LG,00,5,0,LG14,0101515887,0191105,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5527,LW6S91,W88999,LG,00,5,0,LG14,0101515887,0191031,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5528,LW6S91,W88547,LG,00,5,0,LG14,0101515887,0191025,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5529,LW6S91,W88791,LG,00,5,0,LG14,0101515887,0191029,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5530,LW6S91,W89688,LG,00,5,0,LG14,0101515887,0191109,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5531,LW6S91,W89741,LG,00,5,0,LG14,0101515887,0191111,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5532,LW6S91,W89817,LG,00,5,0,LG14,0101515887,0191112,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5533,LW6S91,W90016,LG,00,5,0,LG14,0101515887,0191114,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5534,LW6S91,W90345,LG,00,5,0,LG14,0101515887,0191119,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5535,LW6S91,W90182,LG,00,5,0,LG14,0101515887,0191116,CHEIN152,B523,,,0,0191204,,,LG,LW6S91,00,01,5,0190702,0200525,VNW0005359,LG14,B523,3,,0101515887,0,CHEIN152,1001-F0093004,1310742.000,KG,0.000,,3480.00000,VND,,,4561382160.00,,1310742.000,0.000,0191130,E,,0200525,,,,10,,FESO4,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,3250.00000,VND
5536,LWJ1A0,W90615,LG,00,5,0,LG14,0105426966,0191122,WACIA832,B511,,,0,0191204,,,LG,LWJ1A0,00,01,5,0190821,0190821,VNW0000341,LG14,B511,100,,0105426966,0,WACIA832,1403-566B00242319800,5.000,BX,,,2115000.00000,VND,,,10575000.00,,5.000,0.000,0191122,E,,0191124,,,,10,,HACH 2319800,,C3,,0191202,,,,,,,US,,,,,,,,,,,,,E,,,,,23198-00,1380000.00000,VND
5537,LWJ1A0,W90615,LG,00,5,0,LG14,0105426966,0191122,WACIA832,B511,,,0,0191204,,,LG,LWJ1A0,00,02,5,0190821,0190821,VNW0000341,LG14,B511,100,,0105426966,0,WACIAA91,1403-566B05042742645,19.000,BX,,,1830000.00000,VND,,,34770000.00,,19.000,0.000,0191122,E,,0191124,,,,10,,HACH 2742645,,C3,,0191202,,,,,,,US,,,,,,,,,,,,,E,,,,,27426-45,1520000.00000,VND
5538,LWNGW6,W90614,LG,00,5,0,LG24,0105426966,0191122,WACIA279,B511,,,0,0191204,,,LG,LWNGW6,00,01,5,0190822,0190822,VNW0007257,LG24,B511,90,,0105426966,0,WACIA279,1403-566B10042105769,6.000,BX,,,573000.00000,VND,,,3438000.00,,6.000,0.000,0191122,E,,0191124,,,,10,,Hach,,C3,,0191123,,,,,,,US,,,,,,,,,,,,,E,,,,,21057-69,488000.00000,VND
5539,LWNGW6,W90614,LG,00,5,0,LG24,0105426966,0191122,WACIA279,B511,,,0,0191204,,,LG,LWNGW6,00,02,5,0190822,0190822,VNW0007257,LG24,B511,90,,0105426966,0,WACIA316,1403-566B10042106069,7.000,BX,,,815000.00000,VND,,,5705000.00,,7.000,0.000,0191122,E,,0191124,,,,10,,Hach,,C3,,0191123,,,,,,,US,,,,,,,,,,,,,E,,,,,21060-69,740000.00000,VND
5540,LW0574,W88242,LG,B0,5,0,LG20,1000349547,0191019,CHEIP563,B511,,,0,0191204,,,LG,LW0574,B0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,1000349547,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4999.760,0.000,0200720,E,,0200722,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"X? H??ng H?a, huy?n Tuy?n H?a, t?nh Qu?ng B?nh",1,CPGAS5120-00074,,
5541,LW0574,W87991,LG,B0,5,0,LG20,1000349547,0191018,CHEIP563,B511,,,0,0191204,,,LG,LW0574,B0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,1000349547,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4999.760,0.000,0200720,E,,0200722,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"X? H??ng H?a, huy?n Tuy?n H?a, t?nh Qu?ng B?nh",1,CPGAS5120-00074,,
5542,LW0574,W87994,LG,B0,5,0,LG20,1000349547,0191018,CHEIP563,B511,,,0,0191204,,,LG,LW0574,B0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,1000349547,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4999.760,0.000,0200720,E,,0200722,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,"X? H??ng H?a, huy?n Tuy?n H?a, t?nh Qu?ng B?nh",1,CPGAS5120-00074,,
5543,LWN8Q4,W90395,LG,A0,6,0,LG26,0302521778,0191119,FPFFP227,MW60,,,0,0191204,,,LG,LWN8Q4,A0,02,6,0191014,0191014,VNW0007917,LG26,MW60,45,,0302521778,0,FPFFP227,1501-E17507BAUTECH,6.000,CA,,,200000.00000,VND,,,1200000.00,,6.000,0.000,0191119,E,,0191121,,,,10,,APOLLO,,C3,,0191202,,,,,,,VN,,,,,,,,,,,,,E,,,,"1,2,3",,90000.00000,VND
5544,LWN4G3,W90846,LG,00,9,0,LG16,0201275452,0191125,LUBLGS28,MW92,,,0,0191204,,,LG,LWN4G3,00,01,9,0190821,0190821,VNW0007819,LG16,MW92,100,,0201275452,0,LUBLGS28,1122-2225016MP1,50.000,TK,,,1390000.00000,VND,,,69500000.00,,50.000,0.000,0191125,E,,0191127,,,,10,,IDEMITSU MP-1 16KG/TK,,C3,,0191202,,,,,,,TH,,,,,,,,,,,,,E,,,,,LUBLGS28,1400000.00000,VND
5545,LWPDX9,W90561,LG,K0,6,6,LG3,0201275452,0191121,LUBLOT55,MW60,,,0,0191204,,,LG,LWPDX9,K0,02,6,0190925,0190925,N000000705,LG3,MW60,85,0201275452,0201275452,6,LUBLOT55,1121-22222200FLUIDEX32S,6.000,TK,,,7850000.00000,VND,,,47100000.00,,6.000,0.000,0191121,E,,0191123,,HIDM,,10,,Formosa-Idemitsu,,,,0191223,,,,,,,VN,,,,,,,,Y,,,,,E,,,,,,7207000.00000,VND
5546,LW9DQ7,W90843,LG,00,4,0,LG24,0201275452,0191125,LUBCQ141,B415,,,0,0191204,,,LG,LW9DQ7,00,01,4,0190820,0190820,VNW0007257,LG24,B415,120,,0201275452,0,LUBCQ141,1124-7222200CZ,18.000,TK,,,35900000.00000,VND,,,646200000.00,,18.000,0.000,0191125,E,,0191127,,,,10,,Idemitsu,,C3,,0191221,,,,,,,JP,,,,,,,,,,,,,E,,,,,LUBCQ141,20000000.00000,VND
5547,LW0574,W89644,LG,C0,5,0,LG20,0700212306,0191108,CHEIP563,B511,,,0,0191204,,,LG,LW0574,C0,01,5,0190807,0190807,VNW0006629,LG20,B511,40,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,231000.00000,VND,,,1155000000.00,,4493.750,0.000,0200922,,,0200924,,,,10,,CACO3>=90%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00074,,
5548,LW0NX0,W58365,LG,P0, ,1, ,CINYETA,0191129,WACWDL35           A,BW22,, ,0,0191205,,,LG,LW0NX0,P0,01,2,0190923,0190923,N000000710,1R,BW22,120,16125060,CINYETA,1,WACWDL35,1410-04652001CYBVO4610,1000.000,KG,,,5.71000,USD,5.767,1.000000,5710.00,5767.10,1000.000,0.000,0191129,E,,0191205,,ZK,,,,CINYEA,1.0100,C2,,0200305,,,,,,,,,,,,,,,,,,,,,51,,,,,,
5549,LW9G85,W90768,LG,00,2,0,1B,2802022805,0191122,CHEIN376,B221,,,0,0191205,,,LG,LW9G85,00,01,2,0190819,0190819,N000000799,1B,B221,2,,2802022805,0,CHEIN376,1001-S0323456,2150000.000,KG,,,5268.00000,VND,,,11326200000.00,,2150340.000,0.000,0200218,E,,0200220,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,2230BPCD12,8818.00000,VND
5550,LWQFX1,W90356,LG,00,3,0,LG4,3600725726,0191119,PASFP651,M360,,,0,0191205,,,LG,LWQFX1,00,01,3,0191022,0191022,VNW0000361,LG4,M360,30,,3600725726,0,PASFP651,1208-40063001,30.000,GL,,,370000.00000,VND,,,11100000.00,,30.000,0.000,0191119,E,,0191121,,,,10,,RAINBOW,,C3,,0191125,,,,,,,VN,,,,,,,,,,,,,E,,,,,,370000.00000,VND
5551,LWR917,W90348,LG,K0,3,6,LG3,2802022805,0191119,CHEINA58,B331,,,0,0191206,,,LG,LWR917,K0,01,3,0191026,0200221,PR09,LG3,B331,10,,2802022805,6,CHEINA58,1001-S0333016,36689.000,KG,,,3116.00000,VND,,,114322924.00,,36689.000,0.000,0191219,E,,0200221,,HQT4,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,331C0206,3116.00000,VND
5552,LWQ0K8,W90344,LG,K0,3,6,LG3,2802022805,0191119,CHEINA58,B331,,,0,0191206,,,LG,LWQ0K8,K0,01,3,0190916,0190916,PR09,LG3,B331,10,,2802022805,6,CHEINA58,1001-S0333016,45408.000,KG,,,3116.00000,VND,,,141491328.00,,45408.000,0.000,0191119,E,,0191121,,HQT4,,10,,Viet Nam,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,52,,,,331C0206,3116.00000,VND
5553,LWPRK4,W89822,LG,00,3,0,1B,2802022805,0191112,CHEINA59,B331,,,0,0191206,,,LG,LWPRK4,00,01,3,0191001,0191001,N000000799,1B,B331,5,,2802022805,0,CHEINA59,1001-S0323016,40000.000,KG,,,6186.00000,VND,,,247440000.00,,39930.000,0.000,0191112,E,,0191114,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,3310NAOH,8890.00000,VND
5554,LWNH02,W91462,LG,K0,4,6,LG3,0101165079,0191204,CHEIP456,B420,,*,1,0191206,30,,LG,LWNH02,K0,01,4,0190724,0190724,PR09,LG3,B420,30,,0101165079,6,CHEIP456,1001-O0013008261,685.000,PC,,,54000.00000,VND,,,36990000.00,,685.000,0.000,0200121,E,,0200123,,HDA,,10,,µL,,,,M,,,,,A,,VN,,,,,,,,Y,,,,,E,,,,,,54000.00000,VND
5555,LW0J25,W57998,LG,00, ,1, ,MEVISTA,0191029,PRME97             A,B310,*, ,1,0191206,,,LG,LW0J25,00,01,3,0190822,0190822,N000000710,1L,B310,60,22344985,MEVISTA,1,PRME97,1728-87FHSRHREC,1000.000,MT,,,355.00000,USD,358.550,1.000000,355000.00,358550.00,1000.000,0.000,0191213,E,,0191221,,,,,,YU AI,1.0100,C2,,0200104,,,,,,,CN,,,,,100.00,0.00,0.00,,,,,,,ZZ,,,,FHS-RH-REC,,
5556,LW0K20,W90849,LG,00,7,0,LG3,0102146872,0191125,WACIALGLW0K2001,B771,,,0,0191206,,,LG,LW0K20,00,01,7,0190930,0190930,VNW0006524,LG3,B771,60,,0102146872,0,WACIALGLW0K2001,1403-B5610150500,5.000,CA,,,5000000.00000,VND,,,25000000.00,,5.000,0.000,0191125,E,,0191127,,,,10,,ERA 500,,C3,,0191202,,,,,,,US,,,,,,,,,,,,,E,,,,,ERA 500,,
5557,LW0J25,W58102,LG,00, ,1, ,MEVISTA,0191111,PRME97             A,B310,*, ,1,0191206,,,LG,LW0J25,00,01,3,0190822,0190822,N000000710,1L,B310,60,22344985,MEVISTA,1,PRME97,1728-87FHSRHREC,1000.000,MT,,,355.00000,USD,358.550,1.000000,355000.00,358550.00,1000.000,0.000,0191213,E,,0191221,,,,,,YU AI,1.0100,C2,,0200104,,,,,,,CN,,,,,100.00,0.00,0.00,,,,,,,ZZ,,,,FHS-RH-REC,,
5558,KW5WK8,W89687,LG,00,2,0,LG20,3002082885,0191109,CHEIN8,B211,,,0,0191207,,,LG,KW5WK8,00,01,2,0181227,0200819,VNW0006629,LG20,B211,20,,3002082885,0,CHEIN8,1001-A0103171,141105.000,KG,0.000,,6000.00000,VND,,,846630000.00,,141105.000,0.000,0191228,E,,0200819,,,,10,,NHOM SUNFAT,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,BOTNHOMSUNFAT,6000.00000,VND
