   ,PURNO,RCVNO,CO,LNO,DIV,PURID,PURPRW,VNDNO,RCVDAT,MTNO,DLSTK,QLMK,OVDMK,ANS,GFDAT,OVDDYS,MTPAYDAT,CO,PURNO,ORDLNO,IT,DIV,ORDDAT,KINDAT,KINEMP,PURPRW,DLSTK,MKDYS,INQVND,ORDVND,PURID,MTNO,SPECID,ORDCAQQTY,CAQUN,ORDCPRQTY,CPRUN,CPRUP,CUCY,CIFUP,EXR,OCRYTAMT,CIFTAMT,ACRCVQTY,ACCPRRCVQTY,RCVDAT,ENDMK,DLABMK,RCVWRFDAT,DLHNTPRTMK,CNTRNO,CSTIDX,MLDTAXR,ISPMK,BRND,CIFCIFR,FRMID,RASHMK,SCDDAT,PAYENDMK,NCRDAT,AGRSUPPIVDDOC,PAYID,IVID,PAYTRM,ORGI,DRSUPPMK,DRSUPPDATNUM,ANNOUPSUPPMK,SIGNMK,OVSHPR,OVDPUNR,OVDPUNRUPL,CNTRPEMK,JBSAFMK,DLSITE,HLISID,BIDCLASSDATE,WWWMK,APKID,EMGPURMK,PLADDR,COTYPE,PURSTDNO,BGUP,BGCUCY
1277,KW0TN8,W69511,LG,A0,5,0,LG6,0700212306,0190315,CHEIP563,B511,,,0,0190410,,,LG,KW0TN8,A0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,0700212306,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5002.350,0.000,0190807,E,,0190809,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1278,LW5JS2,W71682,LG,K0,4,6,LG32,0101394777-009,0190409,LUBSL498,B420,,*,1,0190411,7,,LG,LW5JS2,K0,01,4,0190213,0190213,PR09,LG32,B420,45,,0101394777-009,6,LUBSL498,1123-027D1412WD40,63.000,CA,,,73000.00000,VND,,,4599000.00,,63.000,0.000,0190409,E,,0190411,,HN20,,10,,WD040,,,,0190402,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,73000.00000,VND
1279,LW04X0,W71309,LG,00,3,0,LG26,3002050643,0190404,WACIAH17,B331,,,0,0190412,,,LG,LW04X0,00,01,3,0190319,0190319,VNW0007243,LG26,B331,30,,3002050643,0,WACIAH17,1403-561B00602544800,3.000,BX,,,4050000.00000,VND,,,12150000.00,,3.000,0.000,0190404,E,,0190406,,,,10,,HACH,,C3,,0190422,,,,,,,US,,,,,,,,,,,,,E,,*,,,,,
1280,LW04B8,W71308,LG,00,3,0,LG24,3002050643,0190404,WACIAA91,B331,,,0,0190412,,,LG,LW04B8,00,01,3,0190320,0190320,VNW0007257,LG24,B331,30,,3002050643,0,WACIAA91,1403-566B05042742645,6.000,BX,,,1950000.00000,VND,,,11700000.00,,6.000,0.000,0190404,E,,0190406,,,,10,,HACH,,C3,,0190426,,,,,,,US,,,,,,,,,,,,,E,52,,,,,,
1281,KW6G72,W70036,LG,00,5,0,LG4,0101515887,0190321,CHEIN152,B523,,,0,0190412,,,LG,KW6G72,00,01,5,0180816,0191109,VNW0000341,LG4,B523,2,,0101515887,0,CHEIN152,1001-F0093004,1263738.000,KG,0.000,,3250.00000,VND,,,4107148500.00,,1263738.000,0.000,0190406,E,,0191109,,,,10,,FESO4 7H2O,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,1503360000.00000,VND
1282,KW6G72,W70220,LG,00,5,0,LG4,0101515887,0190323,CHEIN152,B523,,,0,0190412,,,LG,KW6G72,00,01,5,0180816,0191109,VNW0000341,LG4,B523,2,,0101515887,0,CHEIN152,1001-F0093004,1263738.000,KG,0.000,,3250.00000,VND,,,4107148500.00,,1263738.000,0.000,0190406,E,,0191109,,,,10,,FESO4 7H2O,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,1503360000.00000,VND
1283,LW60S4,W71093,LG,00,6,0,LG26,3600725726,0190402,PASFP463,B610,,,0,0190412,,,LG,LW60S4,00,01,6,0190314,0190314,VNW0007243,LG26,B610,30,,3600725726,0,PASFP463,1203-1206913001,14.000,GL,,,430000.00000,VND,,,6020000.00,,14.000,0.000,0190402,E,,0190404,,,,10,,RAINBOW,,C3,,0190416,,,,,,,VN,,,,,,,,,,,,,E,,,,,,430000.00000,VND
1284,LW67N4,W71094,LG,K0,6,6,LG3,3600725726,0190402,PASBF28,B610,,,0,0190412,,,LG,LW67N4,K0,01,6,0190305,0190305,PR09,LG3,B610,30,,3600725726,6,PASBF28,1204-70706003001,7.000,GL,,,700000.00000,VND,,,4900000.00,,7.000,0.000,0190402,E,,0190404,,HYC,,10,,NO.1508,,,,0190408,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,700000.00000,VND
1285,KW12J8,W64731,LG,00,5,0,LG10,2802022805,0190115,CHEORT10,B523,,,0,0190412,,,LG,KW12J8,00,01,5,0190104,0190104,VNW0005270,LG10,B523,30,,2802022805,0,CHEORT10,1002-C2091A31425,4.000,CA,,,1850000.00000,VND,,,7400000.00,,4.000,0.000,0190115,E,,0190118,,,,10,,MERCK,,C3,,0190209,,,,,,,DE,,,,,,,,,,,,,E,,*,,,5230CDTA,,
1286,KW6G72,W69806,LG,00,5,0,LG4,0101515887,0190319,CHEIN152,B523,,,0,0190412,,,LG,KW6G72,00,01,5,0180816,0191109,VNW0000341,LG4,B523,2,,0101515887,0,CHEIN152,1001-F0093004,1263738.000,KG,0.000,,3250.00000,VND,,,4107148500.00,,1263738.000,0.000,0190406,E,,0191109,,,,10,,FESO4 7H2O,,C3,,M,,,,,,,CN,,,,,,,,,,,,,E,52,,,"1,2,3",5240L004,1503360000.00000,VND
1287,KW7864,W54562,LG,P0, ,1, ,CINYETA,0190322,WACWDL21           A,B511,, ,0,0190412,,,LG,KW7864,P0,01,5,0180711,0181205,N000000420,1R,B511,120,16125060,CINYETA,1,WACWDL21,1410-03652001VMA866,8000.000,KG,,,3.08000,USD,3.111,1.000000,24640.00,24886.40,8000.000,0.000,0190322,E,,0190329,,ZK,,,,Cinyea CYC-VMA 866,1.0100,C2,,0190405,,,,,,,TW,,,,,100.00,0.00,0.00,,,,,,,51,,,,,64680.00000,VND
1288,KW85D7,W71388,LG,00,4,0,LG30,0201275452,0190405,LUBLGS46,B415,,,0,0190412,,,LG,KW85D7,00,01,4,0190128,0190128,VNW0000361,LG30,B415,85,,0201275452,0,LUBLGS46,1122-5225180WR1,20.000,TK,3600.000,KG,388500.00000,VND,,,1398600000.00,,20.000,3600.000,0190405,E,,0190407,,,,10,,Idemitsu,,C3,,0190426,,,,,,,TH,,,,,,,,,,,,,E,,,,,LUBLGS46,66600000.00000,VND
1289,LW04J2,W71310,LG,00,3,0,LG26,3002050643,0190404,WACIAH16,B331,,,0,0190412,,,LG,LW04J2,00,01,3,0190319,0190319,VNW0007243,LG26,B331,30,,3002050643,0,WACIAH16,1403-566B00302604100,5.000,BX,,,2590000.00000,VND,,,12950000.00,,5.000,0.000,0190404,E,,0190406,,,,10,,HACH,,C3,,0190422,,,,,,,US,,,,,,,,,,,,,E,,*,,,,,
1290,LW6CG4,W71286,LG,K0,6,6,LG3,0201275452,0190404,LUBCQ104,M610,,,0,0190412,,,LG,LW6CG4,K0,01,6,0190308,0190712,PR09,LG3,M610,85,,0201275452,6,LUBCQ104,1124-7222200XL,600.000,LT,,,67000.00000,VND,,,40200000.00,,600.000,0.000,0190404,E,,0190712,,HDK,,10,,Idemitsu,,,,0190604,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,67000.00000,VND
1291,LW0418,W71387,LG,K0,4,6,LG3,0201275452,0190405,LUBLOT78,B415,,,0,0190412,,,LG,LW0418,K0,01,4,0190222,0190222,PR09,LG3,B415,85,,0201275452,6,LUBLOT78,1121-48052200MR220,100.000,TK,,,8700000.00000,VND,,,870000000.00,,100.000,0.000,0190405,E,,0190407,,HIDM,,10,,Formosa-Idemitsu,,,,0190521,,,,,A,,,,,,,,,,Y,,,,,E,,*,,,,,
1292,LW6RS5,W71386,LG,K0,4,6,LG3,0201275452,0190405,LUBLOT78,B415,,,0,0190412,,,LG,LW6RS5,K0,01,4,0190327,0200325,PR09,LG3,B415,85,,0201275452,6,LUBLOT78,1121-48052200MR220,250.000,TK,,,8700000.00000,VND,,,2175000000.00,,250.000,0.000,0200429,E,,0200430,,HIDM,,10,,Formosa-Idemitsu,,,,0200510,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,8700000.00000,VND
1293,LW01Y8,W69797,LG,K0,9,6,LG32,0106113966,0190318,FPFFP810,B91A,,,0,0190412,,,LG,LW01Y8,K0,01,9,0190123,0190123,PR09,LG32,B91A,60,,0106113966,6,FPFFP810,1501-310500243,3.000,CA,,,160000.00000,VND,,,480000.00,,3.000,0.000,0190318,E,,0190321,,HTA3,,10,,LOCTITE 243,,,,0190330,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,,
1294,KW1378,W70884,LG,01,3,0,LG32,3001937520,0190329,CHEIPA70,B310,,,0,0190412,,,LG,KW1378,01,01,3,0190114,0190114,VNW0008816,LG32,B310,5,,3001937520,0,CHEIPA70,1001-C0203803,7000.000,MT,,,1885000.00000,VND,,,13195000000.00,,1000.050,0.000,0190330,,,0190402,,,,10,,¥Í¥Û¦Ç,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,FHS-XMC-02,,
1295,KW1378,W70962,LG,01,3,0,LG32,3001937520,0190330,CHEIPA70,B310,,,0,0190412,,,LG,KW1378,01,01,3,0190114,0190114,VNW0008816,LG32,B310,5,,3001937520,0,CHEIPA70,1001-C0203803,7000.000,MT,,,1885000.00000,VND,,,13195000000.00,,1000.050,0.000,0190330,,,0190402,,,,10,,¥Í¥Û¦Ç,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,FHS-XMC-02,,
1296,KWN002,W69931,LG,00,4,0,LG32,0201166485,0190320,CHEIN848,B4MD,,,0,0190412,,,LG,KWN002,00,01,4,0181229,0181229,VNW0008816,LG32,B4MD,13,,0201166485,0,CHEIN848,1001-S0323326,201996.000,KG,,,4800.00000,VND,,,969580800.00,,201996.000,0.000,0190329,E,,0190331,,,,10,,NAOH 32%,,C3,,M,,,,,,,JP,,,,,,,,,,,,,E,52,,,,,3900.00000,VND
1297,KWPBK4,W70654,LG,00,5,0,LG4,0105222602,0190328,CHEING18,B523,,,0,0190412,,,LG,KWPBK4,00,01,5,0190321,0191214,VNW0000341,LG4,B523,2,,0105222602,0,CHEING18,1001-H0073357,443176.000,KG,0.000,,6500.00000,VND,,,2880644000.00,,443176.000,0.000,0190709,E,,0191214,,,,10,,H2O2,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L008,6180.00000,VND
1298,KW6JE2,W54635,LG,P0, ,1, ,CINYETA,0190325,WACWDL35,B511,, ,0,0190412,,,LG,KW6JE2,P0,01,5,0180524,0181108,N000000420,1R,B511,120,16125060,CINYETA,1,WACWDL35,1410-04652001CYBVO4610,2500.000,KG,,,5.71000,USD,5.767,1.000000,14275.00,14417.75,2500.000,0.000,0190325,E,,0190329,,ZK,,,,Cinyea CYB-VO 4610,1.0100,C2,,0190401,,,,,,,TW,,,,,100.00,0.00,0.00,,,,,,,,,,,,119910.00000,VND
1299,LW03J1,W71008,LG,00,5,0,LG3,0302807840,0190401,LUBLOP24,B521,,,0,0190412,,,LG,LW03J1,00,01,5,0190326,0190326,VNW0006524,LG3,B521,20,,0302807840,0,LUBLOP24,1121-01442020DTELVG32,40.000,LT,,,73100.00000,VND,,,2924000.00,,40.000,0.000,0190401,E,,0190403,,,,10,,Mobil,,C3,,0190418,,,,,,,SG,,,,,,,,,,,,,E,ZZ,,,,DAU VG32,,
1300,KW8401,W54811,LG,00, ,1, ,COAENTW,0190403,FPFFPA98           A,MW21,, ,0,0190412,,,LG,KW8401,00,01,2,0190114,0190114,N000013207,525,MW21,30,54618641,COAENTW,1,FPFFPA98,1501-B50151GC611,12.000,TK,,,1150.00000,USD,1161.500,1.000000,13800.00,13938.00,12.000,0.000,0190403,E,,0190407,,,,,,GREEN COACH,1.0100,C2,,0190315,,,,,,,TW,,,,,100.00,0.20,,,,,,,,,,,,,100000.00000,VND
1301,KW0SE9,W71892,LG,00,7,0,LG24,0102146872,0190411,CHEOSB77,B771,,*,1,0190413,69,,LG,KW0SE9,00,01,7,0181001,0181001,VNW0007257,LG24,B771,120,,0102146872,0,CHEOSB77,1002-E0281E06230,50.000,CA,,,645000.00000,VND,,,32250000.00,,50.000,0.000,0190411,E,,0190413,,,,10,,24041.297; Prolabo,,C3,,0190201,,,,,,,FR,,,,,,,,,,,,,E,52,,,,109621,,
1302,LW5ZC0,W71853,LG,K0,4,6,LG32,0101394777-009,0190411,LUBSL23,B415,,*,1,0190413,3,,LG,LW5ZC0,K0,01,4,0190218,0190218,PR09,LG32,B415,45,,0101394777-009,6,LUBSL23,1123-057D6013WD40,29.000,CA,,,71900.00000,VND,,,2085100.00,,29.000,0.000,0190411,E,,0190413,,HN27,,10,,WD40,,,,0190408,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,78000.00000,VND
1303,KW1243,W54796,LG,B0, ,1, ,MERENTW,0190403,FUELI186           A,B221,, ,0,0190414,,,LG,KW1243,B0,01,2,0190111,0200713,N000000710,1R,B221,60,53016500,MERENTW,1,FUELI186,1110-37D0,226.180,MT,0.000,,960.60000,USD,970.206,1.000000,217268.51,219441.19,226.180,0.000,0190608,,,0190614,,,,,,¦°¶§,1.0100,C2,,0190615,,,,,,,CN,,,,,100.00,0.00,0.00,,,,,,,51,,,,BPCD2230-WO1,,
1304,KW0NN6,W71918,LG,K0,5,6,LG3,2802022805,0190412,CHEINA58,B512,,*,1,0190416,41,,LG,KW0NN6,K0,01,5,0180630,0180630,PR09,LG3,B512,10,,2802022805,6,CHEINA58,1001-S0333016,200000.000,KG,,,3116.00000,VND,,,623200000.00,,200000.000,0.000,0200317,E,,0200319,,HQT4,,10,,Viet Nam,,,,M,,,,,A,,,,,,,,,,Y,,,,,E,52,,,,CPGAS5120-80000,,
1305,KW85U5,W54313,LG,A0, ,1, ,FINRESG,0190308,DEO35              A,BW32,, ,0,0190416,,,LG,KW85U5,A0,01,3,0181108,0181108,N000000783,526,BW32,100,,FINRESG,1,DEO35,1738-VRS96U,240000.000,KG,,,1.01700,EUR,1.169,0.878300,244080.00,280679.49,249600.000,0.000,0190308,E,,0190426,,,,,,VESUVIUS FLUXES,1.0100,C2,,0190407,,,,,,,DE,,,,,105.00,0.20,,,,,,,E,,,,,FHS-CC-SLAB-02,22740.00000,VND
1306,KW0ZY2,W63630,LG,K0,4,6,LG32,0101165079,0190104,CHEINF78,BW40,,,0,0190417,,,LG,KW0ZY2,K0,01,4,0181026,0181026,PR09,LG32,BW40,30,,0101165079,6,CHEINF78,1001-O0013078A,300.000,PC,,,44500.00000,VND,,,13350000.00,,300.000,0.000,0190104,E,,0190106,,HDA1,,10,,µL,,,,0181220,,,,,A,,,,,,,,,,Y,,,,,E,,,,,,,
1307,KW0UL0,W71860,LG,00,5,0,LG20,0106118731,0190411,WACWDLGKW0UL001,B523,,,0,0190417,,,LG,KW0UL0,00,01,5,0181001,0181001,VNW0006629,LG20,B523,5,,0106118731,0,WACWDLGKW0UL001,1410-4665A000TD0211,50000.000,KG,,,34750.00000,VND,,,1737500000.00,,49970.000,0.000,0200115,E,,0200117,,,,10,,TPTREATCOW-TD0211,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,,*,,,5240L043,,
1308,LW02D2,W71864,LG,00,5,0,LG26,0106118731,0190411,PRMLGLW02D201,B523,,,0,0190417,,,LG,LW02D2,00,01,5,0190404,0190404,VNW0007243,LG26,B523,5,,0106118731,0,PRMLGLW02D201,1728-28DFS30,3000.000,KG,,,112500.00000,VND,,,337500000.00,,3000.000,0.000,0190411,E,,0190413,,,,10,,TRCHEMDEFO,,C3,,M,,,,,,,KR,,,,,,,,,,,,,E,,*,,,5240L012,,
1309,LW53A5,W67559,LG,00,2,0,LG32,0302807840,0190221,LUBLGQ44,MW22,,,0,0190417,,,LG,LW53A5,00,01,2,0190201,0190201,VNW0008816,LG32,MW22,20,,0302807840,0,LUBLGQ44,1122-D712020S2BL5,40.000,LT,,,126500.00000,VND,,,5060000.00,,40.000,0.000,0190221,E,,0190223,,,,10,,Shell Morlina S2BL5,,C3,,0190225,,,,,,,CH,,,,,,,,,,,,,E,,,,,,1000000.00000,VND
1310,KW15N7,W71100,LG,K0,4,6,LG3,0201275452,0190402,LUBLGQ39,BW40,,,0,0190417,,,LG,KW15N7,K0,01,4,0190216,0190216,VNW0000341,LG3,BW40,85,0201275452,0201275452,6,LUBLGQ39,1122-H055180EP1,8.000,TK,,,11900000.00000,VND,,,95200000.00,,8.000,0.000,0190402,E,,0190404,,HIDM,,10,,Formosa-Idemitsu,,,,0190516,,,,,,,TH,,,,,,,,Y,,,,,E,,,,,,,
1311,KWN002,W70771,LG,00,4,0,LG32,0201166485,0190329,CHEIN848,B4MD,,,0,0190417,,,LG,KWN002,00,01,4,0181229,0181229,VNW0008816,LG32,B4MD,13,,0201166485,0,CHEIN848,1001-S0323326,201996.000,KG,,,4800.00000,VND,,,969580800.00,,201996.000,0.000,0190329,E,,0190331,,,,10,,NAOH 32%,,C3,,M,,,,,,,JP,,,,,,,,,,,,,E,52,,,,,3900.00000,VND
1312,LW6149,W70772,LG,00,4,0,LG26,0201166485,0190329,CHEIN848,B4MD,,,0,0190417,,,LG,LW6149,00,01,4,0190326,0190605,VNW0007243,LG26,B4MD,3,,0201166485,0,CHEIN848,1001-S0323326,157674.000,KG,,,4580.00000,VND,,,722146920.00,,157674.000,0.000,0190513,E,,0190605,,,,10,,LG-LW6149,,C3,,M,,,,,,,TW,,,,,,,,,,,,,E,52,,,,,3900.00000,VND
1313,KW8607,W70931,LG,00,5,0,LG32,2802022805,0190330,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1314,KW16C1,W70932,LG,00,7,0,LG10,0102146872,0190330,CHEIN679,B771,,,0,0190417,,,LG,KW16C1,00,01,7,0190131,0190131,VNW0005270,LG10,B771,90,,0102146872,0,CHEIN679,1001-S0321A32530,100.000,CA,,,520000.00000,VND,,,52000000.00,,100.000,0.000,0190330,E,,0190402,,,,10,,MERCK 1064621000,,C3,,M,,,,,,,DE,,,,,,,,,,,,,E,52,,,,SODIUM,,
1315,LW02W9,W70922,LG,00,7,0,LG6,0102146872,0190330,CHEIP930,B771,,,0,0190417,,,LG,LW02W9,00,01,7,0190306,0190306,VNW0000287,LG6,B771,60,,0102146872,0,CHEIP930,1001-L0401A31530,20.000,CA,,,2470000.00000,VND,,,49400000.00,,20.000,0.000,0190330,E,,0190402,,,,10,,SC1000-02; Scancia,,C3,,0190508,,,,,,,CA,,,,,,,,,,,,,E,52,,,,SC1000-02,,
1316,LW01Z4,W70923,LG,00,5,0,LG22,0102146872,0190330,CHEORLGLW01Z401,B523,,,0,0190417,,,LG,LW01Z4,00,01,5,0190312,0190312,VNW0000049,LG22,B523,60,,0102146872,0,CHEORLGLW01Z401,1002-B2151A71425,2.000,CA,,,2316000.00000,VND,,,4632000.00,,2.000,0.000,0190330,E,,0190403,,,,10,,237868-25G; Sigma-Aldrich,,C3,,0190514,,,,,,,US,,,,,,,,,,,,,E,,,,,BRUCINESULFATE,,
1317,LW01Z4,W70923,LG,00,5,0,LG22,0102146872,0190330,CHEORLGLW01Z401,B523,,,0,0190417,,,LG,LW01Z4,00,02,5,0190312,0190312,VNW0000049,LG22,B523,60,,0102146872,0,CHEOS511,1002-S0471A31405,3.000,CA,,,1995000.00000,VND,,,5985000.00,,3.000,0.000,0190330,E,,0190403,,,,10,,86090-5G; Sigma-Aldrich,,C3,,0190514,,,,,,,US,,,,,,,,,,,,,E,,,,,SULFANILICACID,,
1318,KWP4P5,W70921,LG,00,5,0,LG6,0102146872,0190330,CHEIN679,B523,,,0,0190417,,,LG,KWP4P5,00,01,5,0190216,0190216,VNW0000287,LG6,B523,90,,0102146872,0,CHEIN679,1001-S0321A32530,13.000,CA,,,520000.00000,VND,,,6760000.00,,13.000,0.000,0190330,E,,0190402,,,,10,,1064621000; Merck,,C3,,0190521,,,,,,,DE,,,,,,,,,,,,,E,,,,,5240H046,786593.00000,VND
1319,KW8607,W70967,LG,00,5,0,LG32,2802022805,0190401,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1320,KW8607,W71137,LG,00,5,0,LG32,2802022805,0190403,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1321,KW8607,W71143,LG,00,5,0,LG32,2802022805,0190403,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1322,KW8607,W71139,LG,00,5,0,LG32,2802022805,0190403,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1323,KW8607,W71220,LG,00,5,0,LG32,2802022805,0190404,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1324,KW8607,W71236,LG,00,5,0,LG32,2802022805,0190404,CHEIN848,B523,,,0,0190417,,,LG,KW8607,00,01,5,0181015,0181015,VNW0008816,LG32,B523,2,,2802022805,0,CHEIN848,1001-S0323326,3350420.000,KG,,,5150.00000,VND,,,17254663000.00,,3349330.000,0.000,0190718,E,,0190720,,,,10,,NAOH 32%,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,5240L005,5398.00000,VND
1325,KWN053,W71317,LG,00,4,0,LG30,2802022805,0190405,CHEIN7,B4MD,,,0,0190417,,,LG,KWN053,00,01,4,0190114,0190114,VNW0000361,LG30,B4MD,3,,2802022805,0,CHEIN7,1001-A0103086,227437.000,KG,,,3488.00000,VND,,,793300256.00,,227790.000,0.000,0190309,E,,0190426,,,,10,,Viet Nam,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,52,,,,,3200.00000,VND
1326,LW5TM1,W71053,LG,K0,3,6,LG3,2802022805,0190402,CHEINA58,B331,,,0,0190417,,,LG,LW5TM1,K0,01,3,0190213,0190213,PR09,LG3,B331,10,,2802022805,6,CHEINA58,1001-S0333016,55434.000,KG,,,3116.00000,VND,,,172732344.00,,55434.000,0.000,0190513,E,,0190515,,HQT4,,10,,Viet Nam,,,,M,,,,,A,,,,,,,,,,Y,,,,,E,52,,,,331C0206,3116.00000,VND
1327,KW0883,W71007,LG,K0,7,6,LG3,2802022805,0190401,CHEIP761,B771,,,0,0190417,,,LG,KW0883,K0,01,7,0180313,0210106,PR09,LG3,B771,30,,2802022805,6,CHEIP761,1001-O0011E08261,40.000,CA,0.000,,5280000.00000,VND,,,211200000.00,,40.000,0.000,0191010,E,,0210106,,HQT,,10,,Messer,,,,M,,,,,A,,,,,,,,,,Y,,,,,E,,*,,,,,
1328,KW0TN8,W67252,LG,B0,5,0,LG6,3001937520,0190218,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1329,KW0TN8,W67458,LG,B0,5,0,LG6,3001937520,0190220,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1330,KW0TN8,W67461,LG,B0,5,0,LG6,3001937520,0190220,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1331,KW0TN8,W67462,LG,B0,5,0,LG6,3001937520,0190220,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1332,KW0TN8,W67351,LG,B0,5,0,LG6,3001937520,0190219,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
1333,KW0TN8,W67350,LG,B0,5,0,LG6,3001937520,0190219,CHEIP563,B511,,,0,0190417,,,LG,KW0TN8,B0,01,5,0180929,0180929,VNW0000287,LG6,B511,30,,3001937520,0,CHEIP563,1001-C0133902,5000.000,MT,,,240000.00000,VND,,,1200000000.00,,5001.370,0.000,0190706,E,,0190709,,,,10,,¥Û¦Ç¥Û,,C3,,M,,,,,,,VN,,,,,,,,,,,,,E,,,,,CPGAS5120-00058,,
